entry_time,entry_price,stop_loss,take_profit,size,commission_entry,trailing_stop,exit_time,exit_price,commission_exit,pnl_$,pnl_%
2019-10-26 09:00:00+00:00,9234.21,9204.615642857141,9313.128285714285,0.1082929671298357,0.1,9204.615642857141,2019-10-26 09:30:00+00:00,9204.615642857141,0.09967951392547,-3.3045402592256004,-0.0032048607453001306
2020-03-20 12:00:00+00:00,6559.5,6523.335,6655.9400000000005,0.11022761893994473,0.07230380664365675,6568.6368571428575,2020-03-20 13:00:00+00:00,6568.6368571428575,0.07240452004440191,0.9347294874072045,0.001392919756514594
2020-03-20 13:30:00+00:00,6487.73,6453.346571428571,6579.419142857142,0.14504921801928697,0.09410401632202686,6551.573142857143,2020-03-20 14:00:00+00:00,6551.573142857143,0.09503005611675908,9.16536789120546,0.009840597999168121
2020-10-22 02:30:00+00:00,12773.16,12748.112571428572,12839.953142857143,0.07880032421862887,0.10065291492964216,12748.112571428572,2020-10-22 03:30:00+00:00,12748.112571428572,0.10045554038041501,-2.074201032651897,-0.001960942207834874
2020-10-22 23:15:00+00:00,12999.21,12974.157642857142,13066.016285714286,0.07726271791507637,0.10043542953488399,12974.157642857142,2020-10-22 23:45:00+00:00,12974.157642857142,0.10024186821458037,-2.0358550712508614,-0.0019272215113731248
2020-10-21 23:00:00+00:00,12864.41,12826.568642857143,12965.320285714286,0.07790625491942921,0.10022180048480543,12826.568642857143,2020-10-21 23:30:00+00:00,12826.568642857143,0.09992699264319857,-3.0480054087118034,-0.0029415540349582536
2020-11-05 18:00:00+00:00,14968.1,14920.007,15096.348,0.06674659961109677,0.09990697776388577,14920.007,2020-11-05 18:30:00+00:00,14920.007,0.09958597334237611,-3.309630188438904,-0.003213033050286994
2020-11-06 03:00:00+00:00,15543.53,15486.37592857143,15695.940857142858,0.0557460333074324,0.08664901410950747,15516.535999999998,2020-11-06 03:45:00+00:00,15516.535999999998,0.08649853326719738,-1.5913069563681623,-0.0017366711422696398
2020-11-16 21:45:00+00:00,16695.41,16671.800642857143,16758.368285714285,0.05953626083469511,0.09939822845021772,16671.800642857143,2020-11-16 22:15:00+00:00,16671.800642857143,0.09925766716571804,-1.5048705121623445,-0.0014141226326791216
2020-11-17 21:30:00+00:00,17544.84,17508.838714285714,17640.84342857143,0.05645326648634566,0.09904635279802969,17508.838714285714,2020-11-17 22:00:00+00:00,17508.838714285714,0.09884311378040171,-2.131233290060086,-0.002051958622266518
2020-11-18 09:15:00+00:00,17935.34,17885.46007142857,18068.353142857144,0.03252326331088748,0.05833157853902926,18012.702285714287,2020-11-18 09:45:00+00:00,18012.702285714287,0.05858318593789105,2.4574908026799833,0.0043133994512670115
2020-11-21 02:30:00+00:00,18770.47,18737.601142857144,18858.12028571429,0.05287810562776783,0.09925468953428473,18737.601142857144,2020-11-21 03:00:00+00:00,18737.601142857144,0.09908088524429833,-1.8371237851083257,-0.0017510939866107482
2020-11-25 12:00:00+00:00,19163.88,19138.27285714286,19232.165714285715,0.05169154246781991,0.09906105168682047,19204.773142857142,2020-11-25 12:30:00+00:00,19204.773142857142,0.09927243464988472,2.0145571959926643,0.0021338655249950093
2020-11-30 16:45:00+00:00,19196.4,19116.484500000002,19409.508,0.05170375763229097,0.09925260130125105,19257.713,2020-11-30 17:30:00+00:00,19409.508,0.10035444973940127,10.918129931762873,0.011101456523098088
2020-11-30 18:15:00+00:00,19240.33,19167.561142857143,19434.380285714287,0.05214800839398139,0.10033448903429722,19167.561142857143,2020-11-30 18:45:00+00:00,19167.561142857143,0.0999550139369866,-3.8947059870432255,-0.003782100262462177
2020-12-17 10:15:00+00:00,22535.5,22413.364642857145,22861.194285714286,0.03272925623652149,0.07375701539181301,22413.364642857145,2020-12-17 10:45:00+00:00,22413.364642857145,0.07335727545186625,-4.070756674919444,-0.00541968703347409
2020-12-17 17:45:00+00:00,23023.98,22950.211714285713,23220.695428571427,0.04317108693700213,0.09939702422157985,22950.211714285713,2020-12-17 18:15:00+00:00,22950.211714285713,0.09907855851400334,-3.2837356342790707,-0.0032039762766596534
2020-12-17 18:15:00+00:00,22898.53,22810.37157142857,23133.619142857144,0.028801158121246565,0.0659504183274108,23061.176571428572,2020-12-17 18:45:00+00:00,23061.176571428572,0.06641885928957011,4.617990762303392,0.007102926320098855
2020-12-17 18:45:00+00:00,23250.27,23154.83164285714,23504.772285714287,0.04285430852467772,0.09963742438620586,23154.83164285714,2020-12-17 19:15:00+00:00,23154.83164285714,0.09922842990599702,-4.189173231994451,-0.004104827907067697
2020-12-20 16:45:00+00:00,23630.1,23595.687428571426,23721.866857142857,0.041983971003325335,0.0992085433205678,23685.254571428573,2020-12-20 17:15:00+00:00,23721.866857142857,0.099593817027503,3.7531432523245667,0.0038834730764092623
2020-12-20 21:00:00+00:00,23762.12,23716.733214285712,23883.15142857143,0.041904483603091056,0.09957393679146821,23716.733214285712,2020-12-20 21:30:00+00:00,23716.733214285712,0.09938374580969207,-2.001293563571031,-0.0019100478288253243
2020-12-23 01:30:00+00:00,23704.61,23658.849285714285,23826.63857142857,0.041917521545991245,0.09936385004143196,23658.849285714285,2020-12-23 02:00:00+00:00,23658.849285714285,0.09917203246872881,-2.0173477595001765,-0.0019304563241376233
2020-12-25 14:30:00+00:00,23984.69,23921.882214285713,24152.177428571427,0.0413397792010144,0.09915217888047781,23978.37614285714,2020-12-25 15:00:00+00:00,24152.177428571427,0.09984456821208666,6.824048747876443,0.006983097491417592
2020-12-27 02:45:00+00:00,26573.9,26511.31892857143,26740.782857142858,0.037564929700712874,0.09982466853737738,26517.878571428573,2020-12-27 03:15:00+00:00,26517.878571428573,0.09961422443477547,-2.204055250453986,-0.0021081372539005663
2020-12-27 03:45:00+00:00,26568.08,26508.111714285715,26727.99542857143,0.03748644258278289,0.09959428054547827,26673.77742857143,2020-12-27 04:15:00+00:00,26673.77742857143,0.09999050260420733,3.8622300846864146,0.0039783615741682396
2020-12-27 11:30:00+00:00,27441.29,27332.03642857143,27732.632857142857,0.03643070137223591,0.09997054412589237,27332.03642857143,2020-12-27 12:00:00+00:00,27332.03642857143,0.09957252570243592,-4.079756760266899,-0.003981356978063697
2020-12-28 02:30:00+00:00,26981.72,26896.41307142857,27209.205142857143,0.03689630290265152,0.09955257139545308,26920.918714285715,2020-12-28 03:15:00+00:00,26920.918714285715,0.09932823712999457,-2.342670891714941,-0.0022534251231680472
