open,high,low,close,volume,RSI,MACD,MACDs,MACDh,SMA_10,SMA_50,EMA_10,EMA_50,OBV,BBL,BBM,BBU,STOCHk,STOCHd,CCI,SMA_200
-0.028496042,-0.06785595,-0.10998716,-0.07823807,0.14890034,0.0030643458,-0.20751195,-0.27516446,0.8725704,-0.010609737,-0.15803061,-0.060036816,-0.23001665,0.0030009104,-0.077256896,-0.053648125,-0.074648395,-0.06521165,-0.068905145,-0.12346644,-0.33437783
-0.028496042,-0.06785595,-0.10998716,-0.07823807,0.14890034,0.0030643458,-0.20751195,-0.27516446,0.8725704,-0.010609737,-0.15803061,-0.060036816,-0.23001665,0.0030009104,-0.077256896,-0.053648125,-0.074648395,-0.06521165,-0.068905145,-0.12346644,-0.33437783
-0.028496042,-0.06785595,-0.10998716,-0.07823807,0.14890034,0.0030643458,-0.20751195,-0.27516446,0.8725704,-0.010609737,-0.15803061,-0.060036816,-0.23001665,0.0030009104,-0.077256896,-0.053648125,-0.074648395,-0.06521165,-0.068905145,-0.12346644,-0.33437783
-0.0109652225,-0.04976209,-0.082812354,-0.058732577,0.051725544,0.027799712,1.0728537,-0.21906419,0.84432924,-0.007108005,-0.052711315,-0.039671384,-0.12580942,-0.061415516,-0.06266637,-0.00381055,-0.0409867,-0.083379686,-0.098056376,-0.16586249,-0.16818592
-0.0109652225,-0.052057985,-0.082812354,-0.058732577,0.051725544,0.027799712,1.074362,-0.21906419,0.8451168,-0.007108005,-0.052711315,-0.039671384,-0.12580942,-0.061415516,-0.06266637,-0.00381055,-0.0409867,-0.083379686,-0.098056376,-0.16586249,-0.16818592
-0.0109652225,-0.052057985,-0.082812354,-0.058732577,0.051725544,0.027799712,1.074362,-0.21906419,0.8451168,-0.007108005,-0.052711315,-0.039671384,-0.12580942,-0.061415516,-0.06266637,-0.00381055,-0.0409867,-0.083379686,-0.098056376,-0.16586249,-0.16818592
-0.021971695,-0.053736474,-0.074347585,-0.0675977,0.023790082,-0.051465567,1.0613672,0.35258302,0.6931694,-0.017166067,-0.032229625,-0.031183084,-0.117303155,-0.08732269,-0.07855883,-0.024693841,-0.073246166,-0.073027365,-0.09774072,-0.14331844,-0.118972905
-0.021971695,-0.053736474,-0.074347585,-0.0675977,0.023790082,-0.051465567,1.0613672,0.35258302,0.6931694,-0.017166067,-0.032229625,-0.031183084,-0.117303155,-0.08732269,-0.07855883,-0.024693841,-0.073246166,-0.073027365,-0.09774072,-0.14331844,-0.118972905
-0.01811355,-0.0455381,-0.07713265,-0.07488462,0.08848977,-0.0671777,0.79823077,0.21263833,0.57557076,-0.021458827,-0.028896078,-0.023750888,-0.11230918,-0.008598244,-0.095635645,-0.034236863,-0.07560668,-0.099644676,-0.11397201,0.51422054,-0.13698603
-0.021971695,-0.053736474,-0.074347585,-0.0675977,0.023790082,-0.051465567,1.0613672,0.35258302,0.6931694,-0.017166067,-0.032229625,-0.031183084,-0.117303155,-0.08732269,-0.07855883,-0.024693841,-0.073246166,-0.073027365,-0.09774072,-0.14331844,-0.118972905
-0.021971695,-0.053736474,-0.074347585,-0.0675977,0.023790082,-0.051465567,1.0613672,0.35258302,0.6931694,-0.017166067,-0.032229625,-0.031183084,-0.117303155,-0.08732269,-0.07855883,-0.024693841,-0.073246166,-0.073027365,-0.09774072,-0.14331844,-0.118972905
-0.021971695,-0.053736474,-0.074347585,-0.0675977,0.023790082,-0.051465567,1.0613672,0.35258302,0.6931694,-0.017166067,-0.032229625,-0.031183084,-0.117303155,-0.08732269,-0.07855883,-0.024693841,-0.073246166,-0.073027365,-0.09774072,-0.14331844,-0.118972905
