open,high,low,close,volume,RSI,MACD,MACDs,MACDh,SMA_10,SMA_50,EMA_10,EMA_50,OBV,BBL,BBM,BBU,STOCHk,STOCHd,CCI,SMA_200
-0.1302522,-0.07455757,-0.046123855,-0.20045103,0.07869018,-0.021306908,-0.24250375,-0.16146894,0.71543646,-0.047514293,-0.106470264,-0.036706,-0.11723273,-0.103699036,-0.14166878,-0.08356724,-0.006403112,-0.08649498,-0.066066936,-0.023809204,-0.39425159
-0.1302522,-0.07455757,-0.046123855,-0.20045103,0.07869018,-0.021306908,-0.24250375,-0.16146894,0.71543646,-0.047514293,-0.106470264,-0.036706,-0.11723273,-0.103699036,-0.14166878,-0.08356724,-0.006403112,-0.08649498,-0.066066936,-0.023809204,-0.39425159
-0.1302522,-0.07455757,-0.046123855,-0.20045103,0.07869018,-0.021306908,-0.24250375,-0.16146894,0.71543646,-0.047514293,-0.106470264,-0.036706,-0.11723273,-0.103699036,-0.14166878,-0.08356724,-0.006403112,-0.08649498,-0.066066936,-0.023809204,-0.39425159
-0.061389167,-0.05187496,-0.04575695,-0.15811375,-0.0068080095,8.351065e-05,1.5454549,-0.15111795,0.5651011,-0.008689873,0.1328132,-0.037592825,-0.002011402,-0.10910042,-0.07785258,-0.060909647,0.004622392,-0.085078634,-0.052948035,-0.008107863,-0.101975866
-0.061389167,-0.05187496,-0.04575695,-0.15811375,-0.0045114444,8.351065e-05,1.549558,-0.15111795,0.5651011,-0.008689873,0.1328132,-0.037592825,-0.002011402,-0.10910042,-0.07785258,-0.060909647,0.004622392,-0.091478154,-0.052948035,-0.008107863,-0.101975866
-0.061389167,-0.05187496,-0.04575695,-0.15811375,-0.0045114444,8.351065e-05,1.549558,-0.15111795,0.5651011,-0.008689873,0.1328132,-0.037592825,-0.002011402,-0.10910042,-0.07785258,-0.060909647,0.004622392,-0.091478154,-0.052948035,-0.008107863,-0.101975866
-0.0704755,-0.061535433,-0.052872047,-0.16907884,-0.0064660884,-0.06706972,1.5773565,0.20668106,0.5111662,-0.010373083,0.13684401,-0.04368752,-0.002639366,-0.09059959,-0.09628232,-0.06623819,-0.0049390905,-0.08276498,-0.05940312,-0.008958771,-0.09234859
-0.0704755,-0.061535433,-0.052872047,-0.16907884,-0.0064660884,-0.06706972,1.5773565,0.20668106,0.5111662,-0.010373083,0.13684401,-0.04368752,-0.002639366,-0.09059959,-0.09628232,-0.06623819,-0.0049390905,-0.08276498,-0.05940312,-0.008958771,-0.09234859
-0.06396891,-0.05676195,-0.044325046,-0.16651522,0.026441654,-0.04833275,1.1833485,0.14093369,0.3749284,-0.027401267,0.13115722,-0.04008571,-0.0026136509,-0.050582517,-0.072140545,-0.051571812,-0.0026672445,-0.10627257,-0.05076129,0.565387,-0.08773955
-0.0704755,-0.061535433,-0.052872047,-0.16907884,-0.0064660884,-0.06706972,1.5773565,0.20668106,0.5111662,-0.010373083,0.13684401,-0.04368752,-0.002639366,-0.09059959,-0.09628232,-0.06623819,-0.0049390905,-0.08276498,-0.05940312,-0.008958771,-0.09234859
