open,high,low,close,volume,RSI,MACD,MACDs,MACDh,SMA_10,SMA_50,EMA_10,EMA_50,OBV,BBL,BBM,BBU,STOCHk,STOCHd,CCI,SMA_200
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.009580064,-0.2460903,-0.071739815,-0.1895267,0.14435577,0.028933005,-0.30490798,-0.3224316,-0.067575365,-0.14020269,-0.12439951,-0.06493992,-0.2696884,0.6070393,-0.035410967,-0.06926325,-0.19636561,0.021768762,-0.07719342,1.176393,-0.8340609
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.010992139,-0.19871424,-0.06415815,-0.19711646,0.12840772,-0.0071215737,-0.30660397,-0.27980745,0.8329332,-0.12985973,-0.14516321,-0.036797564,-0.22979352,0.5528648,-0.037744965,-0.061384477,-0.17398965,-0.1018385,-0.07956052,0.93941396,-0.7544766
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.010992139,-0.19871424,-0.06415815,-0.19711646,0.12840772,-0.0071215737,-0.30660397,-0.27980745,0.8329332,-0.12985973,-0.14516321,-0.036797564,-0.22979352,0.5528648,-0.037744965,-0.061384477,-0.17398965,-0.1018385,-0.07956052,0.93941396,-0.7544766
-0.010992139,-0.19871424,-0.06415815,-0.19711646,0.12840772,-0.0071215737,-0.30660397,-0.27980745,0.8329332,-0.12985973,-0.14516321,-0.036797564,-0.22979352,0.5528648,-0.037744965,-0.061384477,-0.17398965,-0.1018385,-0.07956052,0.93941396,-0.7544766
-0.010992139,-0.19871424,-0.06415815,-0.19711646,0.12840772,-0.0071215737,-0.30660397,-0.27980745,0.8329332,-0.12985973,-0.14516321,-0.036797564,-0.22979352,0.5528648,-0.037744965,-0.061384477,-0.17398965,-0.1018385,-0.07956052,0.93941396,-0.7544766
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.010992139,-0.19871424,-0.06415815,-0.19711646,0.12840772,-0.0071215737,-0.30660397,-0.27980745,0.8329332,-0.12985973,-0.14516321,-0.036797564,-0.22979352,0.5528648,-0.037744965,-0.061384477,-0.17398965,-0.1018385,-0.07956052,0.93941396,-0.7544766
-0.010518186,-0.242976,-0.076296546,-0.19342886,0.13624385,0.008426846,-0.31374985,-0.3110887,0.1174092,-0.14544185,-0.18310808,-0.06571153,-0.27603692,0.5931457,-0.03713406,-0.067768596,-0.20147562,-0.0025916295,-0.07415744,1.1161845,-0.8502958
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.00026342002,-0.202235,-0.087043405,-0.21144475,0.08305821,0.0028768918,-0.3151867,-0.22161362,1.0255344,-0.14907825,-0.19308765,-0.04311257,-0.21550645,0.58840597,-0.066596135,-0.06779496,-0.22589432,-0.098748766,-0.0905741,-0.019603692,-0.71578926
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
-0.006115518,-0.24403769,-0.070225544,-0.18491061,0.14134237,-0.012553499,-0.28185,-0.25464836,-0.25125033,-0.12254066,-0.097452484,-0.06423589,-0.257375,0.58541334,-0.024269113,-0.061053704,-0.18658218,-0.0012007963,-0.06355465,1.068761,-0.7880744
