entry_time,entry_price,stop_loss,take_profit,size,commission_entry,trailing_stop,exit_time,exit_price,commission_exit,pnl_$,pnl_%
2017-08-20 12:00:00+00:00,4125.43,4112.842857142858,4142.2128571428575,2.4239897416754133,1.0,4112.842857142858,2017-08-20 12:30:00+00:00,4112.842857142858,0.9969488894837285,-31.50805405220054,-0.0030511105162716805
2017-08-20 18:45:00+00:00,4154.56,4139.810714285714,4174.225714285714,2.3991690927433464,0.99674919459478,4150.082857142857,2017-08-20 19:15:00+00:00,4150.082857142857,0.9956750523181145,-11.73709781897226,-0.0010776454924572053
2017-08-20 19:30:00+00:00,4170.76,4153.8730000000005,4193.276,2.38679715421991,0.9954758098934232,4153.8730000000005,2017-08-20 20:00:00+00:00,4153.8730000000005,0.9914452255390922,-41.29728876885004,-0.004048902358323115
2017-08-23 01:15:00+00:00,4071.16,4036.6754285714287,4117.139428571429,2.4348012198870808,0.9912465334355488,4083.636,2017-08-23 02:00:00+00:00,4117.139428571429,1.0024416103130913,110.94832716511264,0.011293937986084752
2017-08-23 03:15:00+00:00,4092.93,4067.5752857142857,4126.736285714285,2.448715813607163,1.0022422414987164,4075.4945714285714,2017-08-23 03:45:00+00:00,4075.4945714285714,0.9979728005327291,-43.69238246040778,-0.004259889265496472
2017-08-23 03:45:00+00:00,4100.41,4075.224142857143,4133.991142857142,2.4333488090911053,0.9977727790285259,4075.224142857143,2017-08-23 04:15:00+00:00,4075.224142857143,0.9916441814800748,-62.277619665989874,-0.006142277758286855
2017-08-23 04:15:00+00:00,4070.02,4044.833285714286,4103.602285714285,2.4359714197572098,0.991445239784024,4058.5752857142857,2017-08-23 04:45:00+00:00,4058.5752857142857,0.9886573400932952,-28.867654247380443,-0.0028119552940069894
2017-08-23 04:45:00+00:00,4083.6,4057.3825714285713,4118.556571428571,2.420558648827768,0.9884593298353075,4057.3825714285713,2017-08-23 05:15:00+00:00,4057.3825714285713,0.9821132474874478,-64.44293672608325,-0.006420175475420861
2017-08-23 06:30:00+00:00,4081.61,4055.146142857143,4116.895142857143,2.4057080177423016,0.9819161902297155,4055.146142857143,2017-08-23 07:15:00+00:00,4055.146142857143,0.9755497588988198,-64.63986306785738,-0.00648368098442949
2017-08-23 07:45:00+00:00,4074.88,4051.547285714286,4105.990285714286,2.3935772643707462,0.9753540123039067,4064.3195714285716,2017-08-23 08:30:00+00:00,4064.3195714285716,0.9728262921308485,-26.25002802271328,-0.0025915925306827375
